,Latitude,Longitude,Class,EventDays,EventStart,EventEnd,Event_Days,EventLabel,OutsideEvent
1.31_46.72,46.71527778,1.3125,2.0,20.0,"['2016-09-07', '2016-09-12', '2018-08-04', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-07', '2016-09-12', '2018-08-06', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 1, 3, 1, 3, 1, 6, 1]","[5799.0, 6038.0, 14232.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
5.82_46.72,46.71527778,5.81805556,3.0,20.0,"['2016-09-07', '2016-09-12', '2018-08-04', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-09-07', '2016-09-12', '2018-08-06', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 1, 3, 1, 3, 1, 6, 1]","[5799.0, 6038.0, 14232.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
0.05_46.58,46.58472222,0.04583333,1.0,17.0,"['2018-08-05', '2018-08-22', '2018-09-12', '2018-09-17', '2019-07-23', '2019-09-16', '2020-07-30', '2020-08-06', '2020-09-14']","['2018-08-05', '2018-08-22', '2018-09-12', '2018-09-17', '2019-07-25', '2019-09-16', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 1, 1, 1, 3, 1, 1, 6, 1]","[14232.0, 15690.0, 15971.0, 16039.0, 20651.0, 22042.0, 29495.0, 29988.0, 31776.0]",False
4.76_46.59,46.59027778,4.7625,1.0,17.0,"['2018-08-05', '2018-08-22', '2018-09-12', '2018-09-17', '2019-07-23', '2019-09-16', '2020-07-30', '2020-08-06', '2020-09-14']","['2018-08-05', '2018-08-22', '2018-09-12', '2018-09-17', '2019-07-25', '2019-09-16', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 1, 1, 1, 3, 1, 1, 6, 1]","[14232.0, 15690.0, 15971.0, 16039.0, 20651.0, 22042.0, 29495.0, 29988.0, 31776.0]",False
3.77_46.47,46.46527778,3.76805556,2.0,20.0,"['2018-08-05', '2018-08-22', '2018-09-12', '2018-09-17', '2019-07-23', '2019-09-16', '2020-07-30', '2020-08-06', '2020-09-14']","['2018-08-05', '2018-08-22', '2018-09-12', '2018-09-17', '2019-07-25', '2019-09-16', '2020-07-30', '2020-08-11', '2020-09-14']","[1, 1, 1, 1, 3, 1, 1, 6, 1]","[14232.0, 15690.0, 15971.0, 16039.0, 20651.0, 22042.0, 29495.0, 29988.0, 31776.0]",False
3.99_46.34,46.34027778,3.9875,2.0,22.0,"['2018-08-05', '2018-08-22', '2018-09-12', '2018-09-17', '2019-07-23', '2019-09-16', '2020-07-30', '2020-08-06', '2020-09-14']","['2018-08-06', '2018-08-22', '2018-09-12', '2018-09-17', '2019-07-25', '2019-09-16', '2020-07-30', '2020-08-11', '2020-09-14']","[2, 1, 1, 1, 3, 1, 1, 6, 1]","[14232.0, 15690.0, 15971.0, 16039.0, 20651.0, 22042.0, 29495.0, 29988.0, 31776.0]",False
4.31_46.22,46.21527778,4.3125,2.0,26.0,"['2018-08-05', '2018-08-22', '2018-09-12', '2018-09-17', '2019-07-23', '2019-09-16', '2020-07-30', '2020-08-06', '2020-09-14']","['2018-08-06', '2018-08-22', '2018-09-12', '2018-09-17', '2019-07-25', '2019-09-16', '2020-07-30', '2020-08-11', '2020-09-14']","[2, 1, 1, 1, 3, 1, 1, 6, 1]","[14232.0, 15690.0, 15971.0, 16039.0, 20651.0, 22042.0, 29495.0, 29988.0, 31776.0]",False
3.94_45.84,45.84305556,3.9375,2.0,20.0,"['2016-07-19', '2018-08-05', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14', '2020-09-17']","['2016-07-19', '2018-08-06', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14', '2020-09-17']","[1, 2, 1, 3, 1, 6, 1, 1]","[3964.0, 14232.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0, 31794.0]",False
3.72_45.72,45.71805556,3.71527778,1.0,14.0,"['2016-07-19', '2018-08-05', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14', '2020-09-17']","['2016-07-19', '2018-08-06', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14', '2020-09-17']","[1, 2, 1, 3, 1, 6, 1, 1]","[3964.0, 14232.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0, 31794.0]",False
0.25_45.59,45.59305556,0.25138889,1.0,15.0,"['2016-07-18', '2016-09-12', '2018-08-04', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-07-19', '2016-09-12', '2018-08-06', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[2, 1, 3, 1, 3, 1, 6, 1]","[3964.0, 5844.0, 14232.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
5.25_45.59,45.59305556,5.24861111,6.0,19.0,"['2016-07-18', '2016-09-12', '2018-08-04', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-07-19', '2016-09-12', '2018-08-06', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[2, 1, 3, 1, 3, 1, 6, 1]","[3964.0, 5844.0, 14232.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
1.19_45.47,45.46805556,1.1875,2.0,21.0,"['2016-07-18', '2016-09-12', '2018-08-04', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-07-19', '2016-09-12', '2018-08-06', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[2, 1, 3, 1, 3, 1, 6, 1]","[3964.0, 5844.0, 14232.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
15.18_45.47,45.46805556,15.18472222,1.0,12.0,"['2016-07-18', '2016-09-12', '2018-08-04', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-07-19', '2016-09-12', '2018-08-06', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[2, 1, 3, 1, 3, 1, 6, 1]","[3964.0, 5844.0, 14232.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
1.56_45.34,45.34305556,1.5625,2.0,23.0,"['2016-07-18', '2016-09-12', '2018-08-05', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-07-19', '2016-09-12', '2018-08-06', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[2, 1, 2, 1, 3, 1, 6, 1]","[3964.0, 5844.0, 14232.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
0.3_45.2,45.20416667,0.30416667,3.0,16.0,"['2016-07-18', '2016-09-12', '2018-08-05', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-07-19', '2016-09-12', '2018-08-06', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[2, 1, 2, 1, 3, 1, 6, 1]","[3964.0, 5844.0, 14232.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
15.68_45.22,45.21805556,15.68472222,1.0,13.0,"['2016-07-18', '2016-09-12', '2018-08-05', '2018-09-17', '2019-07-23', '2020-07-30', '2020-08-06', '2020-09-14']","['2016-07-19', '2016-09-12', '2018-08-06', '2018-09-17', '2019-07-25', '2020-07-30', '2020-08-11', '2020-09-14']","[2, 1, 2, 1, 3, 1, 6, 1]","[3964.0, 5844.0, 14232.0, 16039.0, 20651.0, 29495.0, 29988.0, 31776.0]",False
0.15_34.86,34.85694444,0.14583333,6.0,12.0,"['2017-07-12', '2017-07-30', '2019-08-07', '2020-08-18', '2021-07-24', '2021-08-06']","['2017-07-12', '2017-08-01', '2019-08-09', '2020-08-19', '2021-07-24', '2021-08-16']","[1, 3, 2, 2, 1, 6]","[9585.0, 10372.0, 21154.0, 30874.0, 37446.0, 37868.0]",False
2.07_34.84,34.8375,2.06527778,5.0,20.0,"['2017-07-12', '2017-07-30', '2019-08-07', '2020-08-18', '2021-07-24', '2021-08-06']","['2017-07-12', '2017-08-01', '2019-08-09', '2020-08-19', '2021-07-24', '2021-08-16']","[1, 3, 2, 2, 1, 6]","[9585.0, 10372.0, 21154.0, 30874.0, 37446.0, 37868.0]",False
4.89_34.85,34.84861111,4.89305556,5.0,22.0,"['2017-07-12', '2017-07-30', '2019-08-07', '2020-08-18', '2021-07-24', '2021-08-06']","['2017-07-12', '2017-08-01', '2019-08-09', '2020-08-19', '2021-07-24', '2021-08-16']","[1, 3, 2, 2, 1, 6]","[9585.0, 10372.0, 21154.0, 30874.0, 37446.0, 37868.0]",False
5.94_34.85,34.84861111,5.9375,5.0,21.0,"['2017-07-12', '2017-07-30', '2019-08-07', '2020-08-18', '2021-07-24', '2021-08-06']","['2017-07-12', '2017-08-01', '2019-08-09', '2020-08-19', '2021-07-24', '2021-08-16']","[1, 3, 2, 2, 1, 6]","[9585.0, 10372.0, 21154.0, 30874.0, 37446.0, 37868.0]",False
7.23_34.83,34.82916667,7.23194444,5.0,15.0,"['2017-07-12', '2017-07-30', '2019-08-07', '2020-08-18', '2021-07-24', '2021-08-06']","['2017-07-12', '2017-08-01', '2019-08-09', '2020-08-19', '2021-07-24', '2021-08-16']","[1, 3, 2, 2, 1, 6]","[9585.0, 10372.0, 21154.0, 30874.0, 37446.0, 37868.0]",False
8.77_34.85,34.84861111,8.77083333,5.0,15.0,"['2017-07-12', '2017-07-30', '2019-08-07', '2020-08-18', '2021-07-24', '2021-08-06']","['2017-07-12', '2017-08-01', '2019-08-09', '2020-08-19', '2021-07-24', '2021-08-16']","[1, 3, 2, 2, 1, 6]","[9585.0, 10372.0, 21154.0, 30874.0, 37446.0, 37868.0]",False
10.14_34.85,34.84861111,10.14027778,5.0,13.0,"['2017-07-12', '2017-07-30', '2019-08-07', '2020-08-18', '2021-07-24', '2021-08-06']","['2017-07-12', '2017-08-01', '2019-08-09', '2020-08-19', '2021-07-24', '2021-08-16']","[1, 3, 2, 2, 1, 6]","[9585.0, 10372.0, 21154.0, 30874.0, 37446.0, 37868.0]",False
1.26_34.62,34.62361111,1.2625,5.0,20.0,"['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-28', '2019-07-11', '2019-08-04', '2019-08-07', '2021-07-24', '2021-08-06', '2021-08-10']","['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-29', '2019-07-13', '2019-08-05', '2019-08-09', '2021-07-24', '2021-08-15', '2021-08-10']","[1, 1, 1, 2, 3, 2, 3, 1, 5, 1]","[10261.0, 10372.0, 14225.0, 19817.0, 20315.0, 21065.0, 21154.0, 37446.0, 37868.0, 38201.0]",False
4.25_34.66,34.6625,4.24861111,5.0,23.0,"['2017-07-12', '2017-07-30', '2019-08-07', '2020-08-18', '2021-07-24', '2021-08-06']","['2017-07-12', '2017-08-01', '2019-08-09', '2020-08-19', '2021-07-24', '2021-08-16']","[1, 3, 2, 2, 1, 6]","[9585.0, 10372.0, 21154.0, 30874.0, 37446.0, 37868.0]",False
5.37_34.72,34.72361111,5.36805556,6.0,22.0,"['2017-07-12', '2017-07-30', '2019-08-07', '2020-08-18', '2021-07-24', '2021-08-06']","['2017-07-12', '2017-08-01', '2019-08-09', '2020-08-19', '2021-07-24', '2021-08-16']","[1, 3, 2, 2, 1, 6]","[9585.0, 10372.0, 21154.0, 30874.0, 37446.0, 37868.0]",False
6.47_34.72,34.72361111,6.47083333,5.0,18.0,"['2017-07-12', '2017-07-30', '2019-08-07', '2020-08-18', '2021-07-24', '2021-08-06']","['2017-07-12', '2017-08-01', '2019-08-09', '2020-08-19', '2021-07-24', '2021-08-16']","[1, 3, 2, 2, 1, 6]","[9585.0, 10372.0, 21154.0, 30874.0, 37446.0, 37868.0]",False
7.64_34.72,34.72361111,7.6375,5.0,16.0,"['2017-07-12', '2017-07-30', '2019-08-07', '2020-08-18', '2021-07-24', '2021-08-06']","['2017-07-12', '2017-08-01', '2019-08-09', '2020-08-19', '2021-07-24', '2021-08-16']","[1, 3, 2, 2, 1, 6]","[9585.0, 10372.0, 21154.0, 30874.0, 37446.0, 37868.0]",False
8.73_34.72,34.72361111,8.72638889,5.0,15.0,"['2017-07-12', '2017-07-30', '2019-08-07', '2020-08-18', '2021-07-24', '2021-08-06']","['2017-07-12', '2017-08-01', '2019-08-09', '2020-08-19', '2021-07-24', '2021-08-16']","[1, 3, 2, 2, 1, 6]","[9585.0, 10372.0, 21154.0, 30874.0, 37446.0, 37868.0]",False
9.93_34.66,34.6625,9.93194444,5.0,13.0,"['2017-07-12', '2017-07-30', '2019-08-07', '2020-08-18', '2021-07-24', '2021-08-06']","['2017-07-12', '2017-08-01', '2019-08-09', '2020-08-19', '2021-07-24', '2021-08-16']","[1, 3, 2, 2, 1, 6]","[9585.0, 10372.0, 21154.0, 30874.0, 37446.0, 37868.0]",False
1.46_34.6,34.59861111,1.4625,5.0,23.0,"['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-28', '2019-07-11', '2019-08-04', '2019-08-07', '2021-07-24', '2021-08-06', '2021-08-10']","['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-29', '2019-07-13', '2019-08-05', '2019-08-09', '2021-07-24', '2021-08-15', '2021-08-10']","[1, 1, 1, 2, 3, 2, 3, 1, 5, 1]","[10261.0, 10372.0, 14225.0, 19817.0, 20315.0, 21065.0, 21154.0, 37446.0, 37868.0, 38201.0]",False
4.18_34.57,34.57361111,4.18472222,5.0,22.0,"['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-28', '2019-07-11', '2019-08-04', '2019-08-07', '2021-07-24', '2021-08-06', '2021-08-10']","['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-29', '2019-07-13', '2019-08-05', '2019-08-09', '2021-07-24', '2021-08-15', '2021-08-10']","[1, 1, 1, 2, 3, 2, 3, 1, 5, 1]","[10261.0, 10372.0, 14225.0, 19817.0, 20315.0, 21065.0, 21154.0, 37446.0, 37868.0, 38201.0]",False
5.19_34.6,34.59861111,5.1875,5.0,22.0,"['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-28', '2019-07-11', '2019-08-04', '2019-08-07', '2021-07-24', '2021-08-06', '2021-08-10']","['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-29', '2019-07-13', '2019-08-05', '2019-08-09', '2021-07-24', '2021-08-15', '2021-08-10']","[1, 1, 1, 2, 3, 2, 3, 1, 5, 1]","[10261.0, 10372.0, 14225.0, 19817.0, 20315.0, 21065.0, 21154.0, 37446.0, 37868.0, 38201.0]",False
6.31_34.6,34.59861111,6.3125,5.0,18.0,"['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-28', '2019-07-11', '2019-08-04', '2019-08-07', '2021-07-24', '2021-08-06', '2021-08-10']","['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-29', '2019-07-13', '2019-08-05', '2019-08-09', '2021-07-24', '2021-08-15', '2021-08-10']","[1, 1, 1, 2, 3, 2, 3, 1, 5, 1]","[10261.0, 10372.0, 14225.0, 19817.0, 20315.0, 21065.0, 21154.0, 37446.0, 37868.0, 38201.0]",False
7.44_34.6,34.59861111,7.4375,5.0,17.0,"['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-28', '2019-07-11', '2019-08-04', '2019-08-07', '2021-07-24', '2021-08-06', '2021-08-10']","['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-29', '2019-07-13', '2019-08-05', '2019-08-09', '2021-07-24', '2021-08-15', '2021-08-10']","[1, 1, 1, 2, 3, 2, 3, 1, 5, 1]","[10261.0, 10372.0, 14225.0, 19817.0, 20315.0, 21065.0, 21154.0, 37446.0, 37868.0, 38201.0]",False
8.56_34.51,34.50694444,8.55972222,5.0,15.0,"['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-28', '2019-07-11', '2019-08-04', '2019-08-07', '2021-07-24', '2021-08-06', '2021-08-10']","['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-29', '2019-07-13', '2019-08-05', '2019-08-09', '2021-07-24', '2021-08-15', '2021-08-10']","[1, 1, 1, 2, 3, 2, 3, 1, 5, 1]","[10261.0, 10372.0, 14225.0, 19817.0, 20315.0, 21065.0, 21154.0, 37446.0, 37868.0, 38201.0]",False
9.71_34.6,34.59861111,9.70694444,5.0,12.0,"['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-28', '2019-07-11', '2019-08-04', '2019-08-07', '2021-07-24', '2021-08-06', '2021-08-10']","['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-29', '2019-07-13', '2019-08-05', '2019-08-09', '2021-07-24', '2021-08-15', '2021-08-10']","[1, 1, 1, 2, 3, 2, 3, 1, 5, 1]","[10261.0, 10372.0, 14225.0, 19817.0, 20315.0, 21065.0, 21154.0, 37446.0, 37868.0, 38201.0]",False
0.68_34.42,34.42083333,0.68472222,5.0,17.0,"['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-28', '2019-07-11', '2019-08-04', '2019-08-07', '2021-07-24', '2021-08-06', '2021-08-10']","['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-29', '2019-07-13', '2019-08-05', '2019-08-09', '2021-07-24', '2021-08-15', '2021-08-10']","[1, 1, 1, 2, 3, 2, 3, 1, 5, 1]","[10261.0, 10372.0, 14225.0, 19817.0, 20315.0, 21065.0, 21154.0, 37446.0, 37868.0, 38201.0]",False
2.6_34.4,34.40416667,2.60416667,5.0,21.0,"['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-28', '2019-07-11', '2019-08-04', '2019-08-07', '2021-07-24', '2021-08-06', '2021-08-10']","['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-29', '2019-07-13', '2019-08-05', '2019-08-09', '2021-07-24', '2021-08-15', '2021-08-10']","[1, 1, 1, 2, 3, 2, 3, 1, 5, 1]","[10261.0, 10372.0, 14225.0, 19817.0, 20315.0, 21065.0, 21154.0, 37446.0, 37868.0, 38201.0]",False
4.07_34.47,34.47361111,4.07361111,5.0,23.0,"['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-28', '2019-07-11', '2019-08-04', '2019-08-07', '2021-07-24', '2021-08-06', '2021-08-10']","['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-29', '2019-07-13', '2019-08-05', '2019-08-09', '2021-07-24', '2021-08-15', '2021-08-10']","[1, 1, 1, 2, 3, 2, 3, 1, 5, 1]","[10261.0, 10372.0, 14225.0, 19817.0, 20315.0, 21065.0, 21154.0, 37446.0, 37868.0, 38201.0]",False
5.19_34.47,34.47361111,5.1875,5.0,23.0,"['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-28', '2019-07-11', '2019-08-04', '2019-08-07', '2021-07-24', '2021-08-06', '2021-08-10']","['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-29', '2019-07-13', '2019-08-05', '2019-08-09', '2021-07-24', '2021-08-15', '2021-08-10']","[1, 1, 1, 2, 3, 2, 3, 1, 5, 1]","[10261.0, 10372.0, 14225.0, 19817.0, 20315.0, 21065.0, 21154.0, 37446.0, 37868.0, 38201.0]",False
6.31_34.47,34.47361111,6.3125,5.0,18.0,"['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-28', '2019-07-11', '2019-08-04', '2019-08-07', '2021-07-24', '2021-08-06', '2021-08-10']","['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-29', '2019-07-13', '2019-08-05', '2019-08-09', '2021-07-24', '2021-08-15', '2021-08-10']","[1, 1, 1, 2, 3, 2, 3, 1, 5, 1]","[10261.0, 10372.0, 14225.0, 19817.0, 20315.0, 21065.0, 21154.0, 37446.0, 37868.0, 38201.0]",False
7.44_34.47,34.47361111,7.4375,5.0,16.0,"['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-28', '2019-07-11', '2019-08-04', '2019-08-07', '2021-07-24', '2021-08-06', '2021-08-10']","['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-29', '2019-07-13', '2019-08-05', '2019-08-09', '2021-07-24', '2021-08-15', '2021-08-10']","[1, 1, 1, 2, 3, 2, 3, 1, 5, 1]","[10261.0, 10372.0, 14225.0, 19817.0, 20315.0, 21065.0, 21154.0, 37446.0, 37868.0, 38201.0]",False
8.56_34.47,34.47361111,8.55972222,5.0,15.0,"['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-28', '2019-07-11', '2019-08-04', '2019-08-07', '2021-07-24', '2021-08-06', '2021-08-10']","['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-29', '2019-07-13', '2019-08-05', '2019-08-09', '2021-07-24', '2021-08-15', '2021-08-10']","[1, 1, 1, 2, 3, 2, 3, 1, 5, 1]","[10261.0, 10372.0, 14225.0, 19817.0, 20315.0, 21065.0, 21154.0, 37446.0, 37868.0, 38201.0]",False
9.68_34.47,34.47361111,9.68472222,5.0,11.0,"['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-28', '2019-07-11', '2019-08-04', '2019-08-07', '2021-07-24', '2021-08-06', '2021-08-10']","['2017-07-28', '2017-08-01', '2018-07-20', '2019-06-29', '2019-07-13', '2019-08-05', '2019-08-09', '2021-07-24', '2021-08-15', '2021-08-10']","[1, 1, 1, 2, 3, 2, 3, 1, 5, 1]","[10261.0, 10372.0, 14225.0, 19817.0, 20315.0, 21065.0, 21154.0, 37446.0, 37868.0, 38201.0]",False
0.56_34.35,34.34861111,0.5625,5.0,16.0,"['2017-07-28', '2018-07-20', '2019-07-11', '2019-08-05', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-27', '2019-07-13', '2019-08-05', '2019-08-09', '2021-08-14']","[1, 2, 3, 1, 3, 3]","[10261.0, 14225.0, 20315.0, 21065.0, 21154.0, 37868.0]",False
2.47_34.35,34.34861111,2.46527778,5.0,22.0,"['2017-07-28', '2018-07-20', '2019-07-11', '2019-08-05', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-27', '2019-07-13', '2019-08-05', '2019-08-09', '2021-08-14']","[1, 2, 3, 1, 3, 3]","[10261.0, 14225.0, 20315.0, 21065.0, 21154.0, 37868.0]",False
3.85_34.35,34.34861111,3.85416667,5.0,23.0,"['2017-07-28', '2018-07-20', '2019-07-11', '2019-08-05', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-27', '2019-07-13', '2019-08-05', '2019-08-09', '2021-08-14']","[1, 2, 3, 1, 3, 3]","[10261.0, 14225.0, 20315.0, 21065.0, 21154.0, 37868.0]",False
4.94_34.35,34.34861111,4.9375,5.0,20.0,"['2017-07-28', '2018-07-20', '2019-07-11', '2019-08-05', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-27', '2019-07-13', '2019-08-05', '2019-08-09', '2021-08-14']","[1, 2, 3, 1, 3, 3]","[10261.0, 14225.0, 20315.0, 21065.0, 21154.0, 37868.0]",False
6.06_34.35,34.34861111,6.0625,5.0,21.0,"['2017-07-28', '2018-07-20', '2019-07-11', '2019-08-05', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-27', '2019-07-13', '2019-08-05', '2019-08-09', '2021-08-14']","[1, 2, 3, 1, 3, 3]","[10261.0, 14225.0, 20315.0, 21065.0, 21154.0, 37868.0]",False
7.19_34.35,34.34861111,7.19027778,5.0,17.0,"['2017-07-28', '2018-07-20', '2019-07-11', '2019-08-05', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-27', '2019-07-13', '2019-08-05', '2019-08-09', '2021-08-14']","[1, 2, 3, 1, 3, 3]","[10261.0, 14225.0, 20315.0, 21065.0, 21154.0, 37868.0]",False
8.31_34.35,34.34861111,8.30972222,5.0,15.0,"['2017-07-28', '2018-07-20', '2019-07-11', '2019-08-05', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-27', '2019-07-13', '2019-08-05', '2019-08-09', '2021-08-14']","[1, 2, 3, 1, 3, 3]","[10261.0, 14225.0, 20315.0, 21065.0, 21154.0, 37868.0]",False
9.54_34.35,34.34861111,9.5375,5.0,12.0,"['2017-07-28', '2018-07-20', '2019-07-11', '2019-08-05', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-27', '2019-07-13', '2019-08-05', '2019-08-09', '2021-08-14']","[1, 2, 3, 1, 3, 3]","[10261.0, 14225.0, 20315.0, 21065.0, 21154.0, 37868.0]",False
0.86_34.22,34.22361111,0.8625,5.0,16.0,"['2017-07-28', '2018-07-20', '2019-07-11', '2019-08-05', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-27', '2019-07-13', '2019-08-05', '2019-08-09', '2021-08-14']","[1, 2, 3, 1, 3, 3]","[10261.0, 14225.0, 20315.0, 21065.0, 21154.0, 37868.0]",False
2.62_34.19,34.19305556,2.62083333,5.0,25.0,"['2017-07-28', '2018-07-20', '2019-07-11', '2019-08-05', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-27', '2019-07-13', '2019-08-05', '2019-08-09', '2021-08-14']","[1, 2, 3, 1, 3, 3]","[10261.0, 14225.0, 20315.0, 21065.0, 21154.0, 37868.0]",False
3.69_34.22,34.22361111,3.6875,5.0,25.0,"['2017-07-28', '2018-07-20', '2019-07-11', '2019-08-05', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-27', '2019-07-13', '2019-08-05', '2019-08-09', '2021-08-14']","[1, 2, 3, 1, 3, 3]","[10261.0, 14225.0, 20315.0, 21065.0, 21154.0, 37868.0]",False
4.81_34.22,34.22361111,4.8125,5.0,23.0,"['2017-07-28', '2018-07-20', '2019-07-11', '2019-08-05', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-27', '2019-07-13', '2019-08-05', '2019-08-09', '2021-08-14']","[1, 2, 3, 1, 3, 3]","[10261.0, 14225.0, 20315.0, 21065.0, 21154.0, 37868.0]",False
5.94_34.22,34.22361111,5.9375,5.0,23.0,"['2017-07-28', '2018-07-20', '2019-07-11', '2019-08-05', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-27', '2019-07-13', '2019-08-05', '2019-08-09', '2021-08-14']","[1, 2, 3, 1, 3, 3]","[10261.0, 14225.0, 20315.0, 21065.0, 21154.0, 37868.0]",False
7.06_34.22,34.22361111,7.0625,5.0,16.0,"['2017-07-28', '2018-07-20', '2019-07-11', '2019-08-05', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-27', '2019-07-13', '2019-08-05', '2019-08-09', '2021-08-14']","[1, 2, 3, 1, 3, 3]","[10261.0, 14225.0, 20315.0, 21065.0, 21154.0, 37868.0]",False
8.18_34.22,34.22361111,8.18472222,5.0,15.0,"['2017-07-28', '2018-07-20', '2019-07-11', '2019-08-05', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-27', '2019-07-13', '2019-08-05', '2019-08-09', '2021-08-14']","[1, 2, 3, 1, 3, 3]","[10261.0, 14225.0, 20315.0, 21065.0, 21154.0, 37868.0]",False
9.31_34.22,34.22361111,9.30972222,5.0,11.0,"['2017-07-28', '2018-07-20', '2019-07-11', '2019-08-05', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-27', '2019-07-13', '2019-08-05', '2019-08-09', '2021-08-14']","[1, 2, 3, 1, 3, 3]","[10261.0, 14225.0, 20315.0, 21065.0, 21154.0, 37868.0]",False
